,Product_Collection,Vertical_Segment,Processor_Number,Status,Launch_Year,Lithography(nm),Recommended_Customer_Price(USD),nb_of_Cores,nb_of_Threads,Processor_Base_Frequency(GHz),Cache(MB),TDP(W),Max_Memory_Bandwidth(GB/s),Instruction_Set(bit),Intel_Hyper_Threading_Technology_,Intel_Virtualization_Technology_VTx_,Graphics_Base_Frequency(MHz)
444,Intel® Xeon® Processor E3 v5 Family,Server,E3-1585V5,Launched,2016,14.0,556.0,4.0,8.0,3.5,8.0,65.0,36.019999999999975,64,1,1,350
445,Intel® Xeon® Processor E3 v4 Family,Server,E3-1265LV4,Launched,2015,14.0,417.0,4.0,8.0,2.3,6.0,35.0,29.8,64,1,1,300
446,Intel® Xeon® Processor E3 v4 Family,Embedded,E3-1278LV4,Launched,2015,14.0,449.0,4.0,8.0,2.0,6.0,47.0,25.6,64,1,1,800
447,Intel® Xeon® Processor E3 v4 Family,Server,E3-1285V4,Launched,2015,14.0,556.0,4.0,8.0,3.5,6.0,95.0,29.8,64,1,1,300
448,Intel® Xeon® Processor E3 v4 Family,Server,E3-1285LV4,Launched,2015,14.0,445.0,4.0,8.0,3.4,6.0,65.0,29.8,64,1,1,300
449,Intel® Xeon® Processor E3 v3 Family,Server,E3-1220LV3,Launched,2013,22.0,306.16,2.0,4.0,1.1,4.0,13.0,25.6,64,1,1,0
450,Intel® Xeon® Processor E3 v3 Family,Server,E3-1226V3,Launched,2014,22.0,218.5,4.0,4.0,3.3,8.0,84.0,25.6,64,0,1,350
451,Intel® Xeon® Processor E3 v3 Family,Server,E3-1225V3,Launched,2013,22.0,218.5,4.0,4.0,3.2,8.0,84.0,25.6,64,0,1,350
452,Intel® Xeon® Processor E3 v3 Family,Server,E3-1230Lv3,Launched,2013,22.0,250.0,4.0,8.0,1.8,8.0,25.0,25.6,64,1,1,0
453,Intel® Xeon® Processor E3 v3 Family,Server,E3-1231V3,Launched,2014,22.0,245.0,4.0,8.0,3.4,8.0,80.0,25.6,64,1,1,0
454,Intel® Xeon® Processor E3 v3 Family,Server,E3-1240LV3,Launched,2014,22.0,278.0,4.0,8.0,2.0,8.0,25.0,25.6,64,1,1,0
455,Intel® Xeon® Processor E3 v3 Family,Server,E3-1241V3,Launched,2014,22.0,267.5,4.0,8.0,3.5,8.0,80.0,25.6,64,1,1,0
456,Intel® Xeon® Processor E3 v3 Family,Server,E3-1246V3,Launched,2014,22.0,281.5,4.0,8.0,3.5,8.0,84.0,25.6,64,1,1,350
457,Intel® Xeon® Processor E3 v3 Family,Server,E3-1265Lv3,Launched,2013,22.0,294.0,4.0,8.0,2.5,8.0,45.0,25.6,64,1,1,350
458,Intel® Xeon® Processor E3 v3 Family,Server,E3-1271V3,Launched,2014,22.0,333.5,4.0,8.0,3.6,8.0,80.0,25.6,64,1,1,0
459,Intel® Xeon® Processor E3 v3 Family,Embedded,E3-1268LV3,Launched,2013,22.0,377.0,4.0,8.0,2.3,8.0,45.0,25.6,64,1,1,350
460,Intel® Xeon® Processor E3 v3 Family,Server,E3-1275LV3,Launched,2014,22.0,328.0,4.0,8.0,2.7,8.0,45.0,25.6,64,1,1,350
461,Intel® Xeon® Processor E3 v3 Family,Server,E3-1276V3,Launched,2014,22.0,344.5,4.0,8.0,3.6,8.0,84.0,25.6,64,1,1,350
462,Intel® Xeon® Processor E3 v3 Family,Server,E3-1281V3,Launched,2014,22.0,612.0,4.0,8.0,3.7,8.0,82.0,25.6,64,1,1,0
463,Intel® Xeon® Processor E3 v2 Family,Embedded,E3-1105CV2,Launched,2013,22.0,389.0,4.0,8.0,1.8,8.0,25.0,25.6,64,1,1,0
464,Intel® Xeon® Processor E3 v2 Family,Embedded,E3-1125CV2,Launched,2013,22.0,545.0,4.0,8.0,2.5,8.0,40.0,25.6,64,1,1,0
465,Intel® Xeon® Processor E3 v2 Family,Server,E3-1225V2,Launched,2012,22.0,205.0,4.0,4.0,3.2,8.0,77.0,25.6,64,0,1,650
466,Intel® Xeon® Processor E3 v2 Family,Server,E3-1275V2,Launched,2012,22.0,334.5,4.0,8.0,3.5,8.0,77.0,25.6,64,1,1,650
467,Intel® Xeon® Processor E3 Family,Embedded,E3-1125C,Launched,2012,22.1,519.0,4.0,8.0,2.0,8.0,40.0,25.6,64,1,1,0
468,Intel® Xeon® Processor D Family,Server,D-1518,Launched,2015,14.0,234.0,4.0,8.0,2.2,6.0,35.0,33.92999999999994,64,1,1,0
469,Intel® Xeon® Processor D Family,Server,D-1520,Launched,2015,14.0,199.0,4.0,8.0,2.2,6.0,45.0,33.75999999999995,64,1,1,0
470,Intel® Xeon® Processor D Family,Server,D-1521,Launched,2015,14.0,199.0,4.0,8.0,2.4,6.0,45.0,34.099999999999945,64,1,1,0
471,Intel® Xeon® Processor D Family,Server,D-1523N,Launched,2017,14.0,256.0,4.0,8.0,2.0,6.0,45.0,33.84499999999994,64,1,1,0
472,Intel® Xeon® Processor D Family,Server,D-1527,Launched,2015,14.0,259.0,4.0,8.0,2.2,6.0,35.0,33.37659999999995,64,1,1,0
473,Intel® Xeon® Processor D Family,Server,D-1528,Launched,2015,14.0,389.0,6.0,12.0,1.9,9.0,35.0,50.92199999999996,64,1,1,0
474,Intel® Xeon® Processor D Family,Server,D-1529,Launched,2016,14.0,324.0,4.0,8.0,1.3,6.0,20.0,32.64899999999996,64,1,1,0
475,Intel® Xeon® Processor D Family,Server,D-1531,Launched,2015,14.0,348.0,6.0,12.0,2.2,9.0,45.0,49.56099999999996,64,1,1,0
476,Intel® Xeon® Processor D Family,Server,D-1533N,Launched,2017,14.0,470.0,6.0,12.0,2.1,9.0,45.0,61.730000000000054,64,1,1,0
477,Intel® Xeon® Processor D Family,Server,D-1537,Launched,2015,14.0,571.0,8.0,16.0,1.7,12.0,35.0,52.729000000000006,64,1,1,0
478,Intel® Xeon® Processor D Family,Server,D-1539,Launched,2016,14.0,590.0,8.0,16.0,1.6,12.0,35.0,64.08800000000005,64,1,1,0
479,Intel® Xeon® Processor D Family,Server,D-1540,Launched,2015,14.0,581.0,8.0,16.0,2.0,12.0,45.0,52.422000000000004,64,1,1,0
480,Intel® Xeon® Processor D Family,Server,D-1541,Launched,2015,14.0,581.0,8.0,16.0,2.1,12.0,45.0,52.422000000000004,64,1,1,0
481,Intel® Xeon® Processor D Family,Server,D-1543N,Launched,2017,14.0,652.0,8.0,16.0,1.9,12.0,45.0,64.63800000000009,64,1,1,0
482,Intel® Xeon® Processor D Family,Server,D-1548,Launched,2015,14.0,675.0,8.0,16.0,2.0,12.0,45.0,53.074000000000005,64,1,1,0
483,Intel® Xeon® Processor D Family,Server,D-1559,Launched,2016,14.0,883.0,12.0,24.0,1.5,18.0,45.0,66.64700000000005,64,1,1,0
484,Intel® Xeon® Processor D Family,Server,D-1557,Launched,2016,14.0,844.0,12.0,24.0,1.5,18.0,45.0,66.64700000000005,64,1,1,0
485,Intel® Xeon® Processor D Family,Server,D-1567,Launched,2016,14.0,1299.0,12.0,24.0,2.1,18.0,65.0,68.41500000000009,64,1,1,0
486,Intel® Xeon® Processor D Family,Server,D-1553N,Launched,2017,14.0,855.0,8.0,16.0,2.3,12.0,65.0,64.38600000000008,64,1,1,0
487,Intel® Xeon® Processor D Family,Server,D-1571,Launched,2016,14.0,1222.0,16.0,32.0,1.3,24.0,45.0,70.61400000000008,64,1,1,0
488,Intel® Xeon® Processor D Family,Server,D-1577,Launched,2016,14.0,1477.0,16.0,32.0,1.3,24.0,45.0,70.86500000000007,64,1,1,0
489,Legacy Intel® Xeon® Processors,Server,E5607,Launched,2011,32.0,277.5,4.0,4.0,2.26,8.0,80.0,25.6,64,0,1,0
490,Legacy Intel® Xeon® Processors,Server,E5620,Launched,2010,32.0,380.0,4.0,8.0,2.4,12.0,80.0,25.6,64,1,1,0
491,Legacy Intel® Xeon® Processors,Server,,Launched,2007,90.0,81.21,1.0,1.56,3.8,2.0,110.0,20.684000000000005,64,1,0,0
492,Legacy Intel® Xeon® Processors,Server,,Launched,2007,90.0,81.21,1.0,1.56,3.8,2.0,110.0,20.684000000000005,64,1,0,0
493,Legacy Intel® Xeon® Processors,Server,E5645,Launched,2010,32.0,539.5,6.0,12.0,2.4,12.0,80.0,32.0,64,1,1,0
494,Legacy Intel® Xeon® Processors,Server,E5649,Launched,2011,32.0,775.5,6.0,12.0,2.53,12.0,80.0,32.0,64,1,1,0
495,Legacy Intel® Xeon® Processors,Server,,Launched,2007,90.0,81.21,1.0,1.56,3.6,2.0,110.0,20.684000000000005,64,1,0,0
496,Legacy Intel® Xeon® Processors,Server,,Launched,2007,90.0,81.21,1.0,1.56,3.6,2.0,110.0,20.684000000000005,64,1,0,0
497,Legacy Intel® Xeon® Processors,Server,L5618,Launched,2010,32.0,437.0,4.0,8.0,1.87,12.0,40.0,35.501999999999946,64,1,1,0
498,Legacy Intel® Xeon® Processors,Server,E5502,Launched,2009,45.0,291.86,2.0,2.0,1.86,4.0,80.0,19.2,64,0,1,0
499,Legacy Intel® Xeon® Processors,Server,E5503,Launched,2010,45.0,295.24,2.0,2.0,2.0,4.0,80.0,19.2,64,0,1,0
500,Legacy Intel® Xeon® Processors,Server,,Launched,2007,90.0,81.21,1.0,1.56,3.4,2.0,110.0,20.684000000000005,64,1,0,0
501,Legacy Intel® Xeon® Processors,Server,E5504,Launched,2009,45.0,221.0,4.0,4.0,2.0,4.0,80.0,19.2,64,0,1,0
502,Legacy Intel® Xeon® Processors,Server,L5638,Launched,2010,32.0,525.0,6.0,12.0,2.0,12.0,60.0,34.73999999999998,64,1,1,0
503,Legacy Intel® Xeon® Processors,Server,E5506,Launched,2009,45.0,258.02,4.0,4.0,2.13,4.0,80.0,19.2,64,0,1,0
504,Legacy Intel® Xeon® Processors,Server,E5507,Launched,2010,45.0,268.29,4.0,4.0,2.26,4.0,80.0,19.2,64,0,1,0
505,Legacy Intel® Xeon® Processors,Server,E5220,Launched,2008,45.0,317.0,2.0,4.6,2.33,6.0,65.0,19.58000000000002,64,0,1,0
506,Legacy Intel® Xeon® Processors,Server,E5440,Launched,2008,45.0,719.0,4.0,7.72,2.83,12.0,80.0,33.115999999999964,64,0,1,0
507,Legacy Intel® Xeon® Processors,Server,,Launched,2007,130.0,92.99,1.0,1.76,2.0,0.5,58.0,18.77740000000001,32,1,0,0
508,Legacy Intel® Xeon® Processors,Server,,Launched,2007,90.0,80.74,1.0,1.56,3.2,2.0,110.0,20.684000000000005,64,1,0,0
509,Legacy Intel® Xeon® Processors,Server,E5520,Launched,2009,45.0,637.32,4.0,8.0,2.26,8.0,80.0,25.6,64,1,1,0
510,Legacy Intel® Xeon® Processors,Embedded,E5240,Launched,2008,45.0,649.0,2.0,6.24,3.0,6.0,65.0,26.87999999999996,64,0,1,0
511,Legacy Intel® Xeon® Processors,Server,E5530,Launched,2009,45.0,663.54,4.0,8.0,2.4,8.0,80.0,25.6,64,1,1,0
512,Legacy Intel® Xeon® Processors,Server,E5540,Launched,2009,45.0,940.0,4.0,8.0,2.53,8.0,80.0,25.6,64,1,1,0
513,Legacy Intel® Xeon® Processors,Server,L5506,Launched,2009,45.0,300.12,4.0,4.0,2.13,4.0,60.0,19.2,64,0,1,0
514,Legacy Intel® Xeon® Processors,Server,L5215,Launched,2008,45.0,387.05,2.0,7.64,1.86,6.0,20.0,17.962,64,0,1,0
515,Legacy Intel® Xeon® Processors,Embedded,L5408,Launched,2008,45.0,494.0,4.0,7.76,2.13,12.0,40.0,34.985999999999954,64,0,1,0
516,Legacy Intel® Xeon® Processors,Server,5130,Launched,2006,65.0,460.33,2.0,3.02,2.0,4.0,65.0,25.321999999999953,64,0,1,0
517,Legacy Intel® Xeon® Processors,Embedded,L5508,Launched,2009,45.0,403.0,2.0,4.0,2.0,8.0,38.0,25.6,64,1,1,0
518,Legacy Intel® Xeon® Processors,Server,L5410,Launched,2008,45.0,372.0,4.0,6.44,2.33,12.0,50.0,34.095999999999954,64,0,1,0
519,Legacy Intel® Xeon® Processors,Server,,Launched,2007,130.0,94.63,1.0,1.76,1.8,0.5,55.0,18.546000000000003,32,1,0,0
520,Legacy Intel® Xeon® Processors,Server,5140,Launched,2006,65.0,478.0,2.0,2.7,2.33,4.0,65.0,25.343999999999955,64,0,1,0
521,Legacy Intel® Xeon® Processors,Embedded,L5518,Launched,2009,45.0,504.0,4.0,8.0,2.13,8.0,60.0,25.6,64,1,1,0
522,Legacy Intel® Xeon® Processors,Embedded,L5238,Launched,2008,45.0,560.0,2.0,6.28,2.66,6.0,35.0,26.30399999999996,64,0,1,0
523,Legacy Intel® Xeon® Processors,Server,,Launched,2007,90.0,79.13,1.0,1.56,3.0,2.0,55.0,19.050000000000004,64,1,0,0
524,Legacy Intel® Xeon® Processors,Server,L5520,Launched,2009,45.0,551.45,4.0,8.0,2.26,8.0,60.0,25.6,64,1,1,0
525,Legacy Intel® Xeon® Processors,Server,L5240,Launched,2008,45.0,663.64,2.0,7.76,3.0,6.0,40.0,26.87999999999996,64,0,1,0
526,Legacy Intel® Xeon® Processors,Server,E5345,Launched,2007,65.0,546.28,4.0,7.84,2.33,8.0,80.0,25.983999999999956,64,0,1,0
527,Legacy Intel® Xeon® Processors,Server,X3430,Launched,2009,45.0,213.5,4.0,4.0,2.4,8.0,95.0,21.0,64,0,1,0
528,Legacy Intel® Xeon® Processors,Server,L5530,Launched,2009,45.0,578.4,4.0,8.0,2.4,8.0,60.0,25.6,64,1,1,0
529,Legacy Intel® Xeon® Processors,Server,5113,Launched,2006,65.0,438.11,2.0,3.72,1.6,4.0,40.0,25.087999999999955,64,0,1,0
530,Legacy Intel® Xeon® Processors,Server,,Launched,2007,90.0,76.89,1.0,1.56,2.8,2.0,110.0,20.684000000000005,64,1,0,0
531,Legacy Intel® Xeon® Processors,Embedded,EC5509,Launched,2010,45.0,286.0,4.0,4.0,2.0,8.0,85.0,19.698000000000018,64,0,1,0
532,Legacy Intel® Xeon® Processors,Server,W5580,Launched,2009,45.0,429.42,4.0,8.0,3.2,8.0,130.0,32.0,64,1,1,0
533,Legacy Intel® Xeon® Processors,Embedded,EC3539,Launched,2010,45.0,326.0,4.0,4.0,2.13,8.0,65.0,19.698000000000018,64,0,1,0
534,Legacy Intel® Xeon® Processors,Embedded,EC5539,Launched,2010,45.0,417.0,2.0,2.0,2.27,4.0,65.0,25.15199999999996,64,0,1,0
535,Legacy Intel® Xeon® Processors,Server,X3450,Launched,2009,45.0,249.0,4.0,8.0,2.66,8.0,95.0,21.0,64,1,1,0
536,Legacy Intel® Xeon® Processors,Server,W5590,Launched,2009,45.0,397.9,4.0,8.0,3.33,8.0,130.0,32.0,64,1,1,0
537,Legacy Intel® Xeon® Processors,Server,X5260,Launched,2007,45.0,513.6,2.0,7.76,3.33,6.0,80.0,27.263999999999964,64,0,1,0
538,Legacy Intel® Xeon® Processors,Server,5128,Launched,2006,65.0,441.17,2.0,3.7,1.86,4.0,40.0,25.087999999999955,64,0,1,0
539,Legacy Intel® Xeon® Processors,Embedded,LC3518,Launched,2010,45.0,221.0,1.0,1.0,1.73,2.0,23.0,17.846999999999994,64,0,1,0
540,Legacy Intel® Xeon® Processors,Embedded,EC5549,Launched,2010,45.0,503.0,4.0,8.0,2.53,8.0,85.0,25.983999999999956,64,1,1,0
541,Legacy Intel® Xeon® Processors,Server,X5550,Launched,2009,45.0,519.96,4.0,8.0,2.66,8.0,95.0,32.0,64,1,1,0
542,Legacy Intel® Xeon® Processors,Server,X5270,Launched,2008,45.0,531.09,2.0,7.76,3.5,6.0,80.0,27.263999999999964,64,0,1,0
543,Intel® Xeon® Processor W Family,Server,W-2195,Launched,2017,14.0,3471.37,18.0,36.0,2.3,24.75,140.0,85.3,64,1,1,0
544,Intel® Xeon® Processor W Family,Server,W-2155,Launched,2017,14.0,1440.0,10.0,20.0,3.3,13.75,140.0,85.3,64,1,1,0
545,Intel® Xeon® Processor W Family,Server,W-2145,Launched,2017,14.0,1113.0,8.0,16.0,3.7,11.0,140.0,85.3,64,1,1,0
546,Intel® Xeon® Processor W Family,Server,W-2135,Launched,2017,14.0,835.0,6.0,12.0,3.7,8.25,140.0,85.3,64,1,1,0
547,Intel® Xeon® Processor W Family,Server,W-2133,Launched,2017,14.0,617.0,6.0,12.0,3.6,8.25,140.0,85.3,64,1,1,0
548,Intel® Xeon® Processor W Family,Server,W-2125,Launched,2017,14.0,444.0,4.0,8.0,4.0,8.25,120.0,85.3,64,1,1,0
549,Intel® Xeon® Processor W Family,Server,W-2123,Launched,2017,14.0,294.0,4.0,8.0,3.6,8.25,120.0,85.3,64,1,1,0
550,Legacy Intel® Xeon® Processors,Server,5133,Launched,2006,65.0,383.94,2.0,3.8,2.2,4.0,40.0,18.694999999999997,64,0,1,0
551,Legacy Intel® Xeon® Processors,Embedded,LC3528,Launched,2010,45.0,326.0,2.0,4.0,1.73,4.0,35.0,18.273,64,1,1,0
552,Legacy Intel® Xeon® Processors,Embedded,LC5518,Launched,2010,45.0,493.0,4.0,8.0,1.73,8.0,48.0,25.59999999999995,64,1,1,0
553,Legacy Intel® Xeon® Processors,Server,X5560,Launched,2009,45.0,559.44,4.0,8.0,2.8,8.0,95.0,32.0,64,1,1,0
554,Legacy Intel® Xeon® Processors,Embedded,L3014,Launched,2008,45.0,285.22,1.0,3.71,2.4,3.0,30.0,18.614999999999988,64,0,0,0
555,Legacy Intel® Xeon® Processors,Server,5138,Launched,2006,65.0,494.0,2.0,3.54,2.13,4.0,35.0,25.40799999999995,64,0,1,0
556,Legacy Intel® Xeon® Processors,Embedded,LC5528,Launched,2010,45.0,493.0,4.0,8.0,2.13,8.0,60.0,25.59999999999995,64,1,1,0
557,Legacy Intel® Xeon® Processors,Server,X5570,Launched,2009,45.0,625.76,4.0,8.0,2.93,8.0,95.0,32.0,64,1,1,0
558,Legacy Intel® Xeon® Processors,Server,5148,Launched,2006,65.0,382.93,2.0,3.8,2.33,4.0,40.0,18.874999999999993,64,0,1,0
559,Legacy Intel® Xeon® Processors,Server,,Launched,2006,90.0,402.22,1.0,2.73,2.83,4.0,129.0,31.24299999999999,32,1,0,0
560,Intel® Xeon Phi™ x200 Product Family,Server,7290,Launched,2016,14.0,3213.0,72.0,54.32,1.5,36.0,245.0,115.2,64,1,0,0
561,Intel® Xeon Phi™ x200 Product Family,Server,7250F,Launched,2016,14.0,2591.0,68.0,54.12,1.4,34.0,230.0,115.2,64,1,0,0
562,Intel® Xeon Phi™ x200 Product Family,Server,7250,Launched,2016,14.0,2436.0,68.0,54.12,1.4,34.0,215.0,115.2,64,1,0,0
563,Intel® Xeon Phi™ x200 Product Family,Server,7230F,Launched,2016,14.0,2147.0,64.0,54.12,1.3,32.0,230.0,115.2,64,1,0,0
564,Intel® Xeon Phi™ x200 Product Family,Server,7230,Launched,2016,14.0,1992.0,64.0,54.12,1.3,32.0,215.0,115.2,64,1,0,0
565,Intel® Xeon Phi™ x200 Product Family,Server,7210F,Launched,2016,14.0,2036.0,64.0,54.12,1.3,32.0,230.0,102.0,64,1,0,0
566,Intel® Xeon Phi™ x200 Product Family,Server,7210,Launched,2016,14.0,1881.0,64.0,54.12,1.3,32.0,215.0,102.0,64,1,0,0
567,Intel® Itanium® Processor 9700 Series,Server,9750,Launched,2017,32.0,3750.0,4.0,8.0,2.53,32.0,170.0,81.16100000000007,64,1,1,0
568,Intel® Itanium® Processor 9700 Series,Server,9740,Launched,2017,32.0,2650.0,8.0,16.0,2.13,24.0,170.0,81.29100000000008,64,1,1,0
569,Intel® Itanium® Processor 9700 Series,Server,9720,Launched,2017,32.0,1350.0,4.0,8.0,1.73,20.0,130.0,80.70900000000009,64,1,1,0
570,Intel® Itanium® Processor 9500 Series,Server,9540,Launched,2012,32.0,2650.0,8.0,16.0,2.13,24.0,170.0,59.69999999999989,64,1,1,0
571,Intel® Itanium® Processor 9500 Series,Server,9550,Launched,2012,32.0,3750.0,4.0,8.0,2.4,32.0,170.0,65.6039999999999,64,1,1,0
572,Intel® Itanium® Processor 9500 Series,Server,9560,Launched,2012,32.0,4650.0,8.0,16.0,2.53,32.0,170.0,66.5269999999999,64,1,1,0
573,Intel® Xeon® Processor E7 v2 Family,Server,E7-2850V2,Launched,2014,22.0,2730.23,12.0,24.0,2.3,24.0,105.0,68.0,64,1,1,0
574,Intel® Xeon® Processor E7 v3 Family,Server,E7-4809V3,Launched,2015,22.0,1223.0,8.0,16.0,2.0,20.0,115.0,85.0,64,1,1,0
575,Intel® Xeon® Processor E7 v4 Family,Server,E7-4809V4,Launched,2016,14.0,1223.0,8.0,16.0,2.1,20.0,115.0,85.0,64,1,1,0
576,Intel® Xeon® Scalable Processors,Server,3104,Launched,2017,14.0,218.0,6.0,6.0,1.7,8.25,85.0,56.35899999999992,64,0,1,0
577,Intel® Celeron® Processor 1000 Series,Mobile,1000M,Launched,2013,22.0,75.0,2.0,2.0,1.8,2.0,35.0,25.6,64,0,1,650
578,Intel® Celeron® Processor 2000 Series,Embedded,2000E,Launched,2014,22.0,86.0,2.0,2.0,2.2,2.0,37.0,25.6,64,0,1,400
579,Intel® Pentium® Processor D Series,Server,D1507,Launched,2015,14.0,103.0,2.0,2.0,1.2,3.0,20.0,28.18999999999996,64,0,1,0
580,Legacy Intel® Core™ Processors,Mobile,i7-2960XM,Launched,2011,32.0,651.93,4.0,8.0,2.7,8.0,55.0,25.6,64,1,1,650
581,4th Generation Intel® Core™ i3 Processors,Mobile,i3-4030Y,Launched,2014,22.0,281.0,2.0,4.0,1.6,3.0,11.5,25.6,64,1,1,200
582,4th Generation Intel® Core™ i7 Processors,Mobile,i7-4578U,Launched,2014,22.0,426.0,2.0,4.0,3.0,4.0,28.0,25.6,64,1,1,200
583,5th Generation Intel® Core™ M Processors,Mobile,5Y10,Launched,2014,14.0,283.9,2.0,4.0,0.8,4.0,4.5,25.6,64,1,1,100
584,5th Generation Intel® Core™ M Processors,Mobile,5Y10a,Launched,2014,14.0,283.9,2.0,4.0,0.8,4.0,4.5,25.6,64,1,1,100
585,5th Generation Intel® Core™ i5 Processors,Mobile,i5-5200U,Launched,2015,14.0,281.0,2.0,4.0,2.2,3.0,15.0,25.6,64,1,1,300
586,5th Generation Intel® Core™ i5 Processors,Mobile,i5-5250U,Launched,2015,14.0,315.0,2.0,4.0,1.6,3.0,15.0,25.6,64,1,1,300
587,5th Generation Intel® Core™ i5 Processors,Mobile,i5-5257U,Launched,2015,14.0,315.0,2.0,4.0,2.7,3.0,28.0,25.6,64,1,1,300
588,5th Generation Intel® Core™ i5 Processors,Mobile,i5-5287U,Launched,2015,14.0,315.0,2.0,4.0,2.9,3.0,28.0,25.6,64,1,1,300
589,5th Generation Intel® Core™ i5 Processors,Mobile,i5-5300U,Launched,2015,14.0,281.0,2.0,4.0,2.3,3.0,15.0,25.6,64,1,1,300
590,5th Generation Intel® Core™ i5 Processors,Mobile,i5-5350H,Launched,2015,14.0,289.0,2.0,4.0,3.1,4.0,47.0,25.6,64,1,1,300
591,5th Generation Intel® Core™ i5 Processors,Mobile,i5-5350U,Launched,2015,14.0,315.0,2.0,4.0,1.8,3.0,15.0,25.6,64,1,1,300
592,5th Generation Intel® Core™ i5 Processors,Desktop,i5-5575R,Launched,2015,14.0,244.0,4.0,4.0,2.8,4.0,65.0,29.86,64,0,1,300
593,5th Generation Intel® Core™ i5 Processors,Desktop,i5-5675C,Launched,2015,14.0,276.5,4.0,4.0,3.1,4.0,65.0,25.6,64,1,1,300
594,5th Generation Intel® Core™ i3 Processors,Mobile,i3-5005U,Launched,2015,14.0,275.0,2.0,4.0,2.0,3.0,15.0,25.6,64,1,1,300
595,5th Generation Intel® Core™ i5 Processors,Desktop,i5-5675R,Launched,2015,14.0,265.0,4.0,4.0,3.1,4.0,65.0,29.86,64,1,1,300
596,5th Generation Intel® Core™ i3 Processors,Mobile,i3-5010U,Launched,2015,14.0,281.0,2.0,4.0,2.1,3.0,15.0,25.6,64,1,1,300
597,5th Generation Intel® Core™ i3 Processors,Mobile,i3-5015U,Launched,2015,14.0,275.0,2.0,4.0,2.1,3.0,15.0,25.6,64,1,1,300
598,5th Generation Intel® Core™ i3 Processors,Mobile,i3-5020U,Launched,2015,14.0,281.0,2.0,4.0,2.2,3.0,15.0,25.6,64,1,1,300
599,5th Generation Intel® Core™ i3 Processors,Mobile,i3-5157U,Launched,2015,14.0,315.0,2.0,4.0,2.5,3.0,28.0,25.6,64,1,1,300
600,5th Generation Intel® Core™ M Processors,Mobile,5Y10c,Launched,2014,14.0,281.0,2.0,4.0,0.8,4.0,4.5,25.6,64,1,1,300
601,5th Generation Intel® Core™ M Processors,Mobile,5Y31,Launched,2014,14.0,281.0,2.0,4.0,0.9,4.0,4.5,25.6,64,1,1,300
602,5th Generation Intel® Core™ M Processors,Mobile,5Y51,Launched,2014,14.0,281.0,2.0,4.0,1.1,4.0,4.5,25.6,64,1,1,300
603,5th Generation Intel® Core™ M Processors,Mobile,5Y70,Launched,2014,14.0,283.9,2.0,4.0,1.1,4.0,4.5,25.6,64,1,1,100
604,5th Generation Intel® Core™ M Processors,Mobile,5Y71,Launched,2014,14.0,281.0,2.0,4.0,1.2,4.0,4.5,25.6,64,1,1,300
605,4th Generation Intel® Core™ i7 Processors,Mobile,i7-4558U,Launched,2013,22.0,426.0,2.0,4.0,2.8,4.0,28.0,25.6,64,1,1,200
606,4th Generation Intel® Core™ i7 Processors,Mobile,i7-4550U,Launched,2013,22.0,426.0,2.0,4.0,1.5,4.0,15.0,25.6,64,1,1,200
607,4th Generation Intel® Core™ i7 Processors,Mobile,i7-4510U,Launched,2014,22.0,393.0,2.0,4.0,2.0,4.0,15.0,25.6,64,1,1,200
608,4th Generation Intel® Core™ i7 Processors,Mobile,i7-4500U,Launched,2013,22.0,393.0,2.0,4.0,1.8,4.0,15.0,25.6,64,1,1,200
609,4th Generation Intel® Core™ i7 Processors,Mobile,i7-4650U,Launched,2013,22.0,426.0,2.0,4.0,1.7,4.0,15.0,25.6,64,1,1,200
610,4th Generation Intel® Core™ i7 Processors,Mobile,i7-4610Y,Launched,2013,22.0,393.0,2.0,4.0,1.7,4.0,11.5,25.6,64,1,1,200
611,4th Generation Intel® Core™ i7 Processors,Mobile,i7-4610M,Launched,2014,22.0,265.24,2.0,4.0,3.0,4.0,37.0,25.6,64,1,1,400
612,4th Generation Intel® Core™ i7 Processors,Mobile,i7-4600U,Launched,2013,22.0,393.0,2.0,4.0,2.1,4.0,15.0,25.6,64,1,1,200
613,4th Generation Intel® Core™ i7 Processors,Mobile,i7-4600M,Launched,2013,22.0,346.0,2.0,4.0,2.9,4.0,37.0,25.6,64,1,1,400
614,4th Generation Intel® Core™ i7 Processors,Desktop,i7-4790S,Launched,2014,22.0,307.5,4.0,8.0,3.2,8.0,65.0,25.6,64,1,1,350
615,4th Generation Intel® Core™ i7 Processors,Embedded,i7-4770TE,Launched,2013,22.0,303.0,4.0,8.0,2.3,8.0,45.0,25.6,64,1,1,350
616,4th Generation Intel® Core™ i7 Processors,Desktop,i7-4770S,Launched,2013,22.0,304.0,4.0,8.0,3.1,8.0,65.0,25.6,64,1,1,350
617,4th Generation Intel® Core™ i7 Processors,Mobile,i7-4770HQ,Launched,2014,22.0,434.0,4.0,8.0,2.2,6.0,47.0,25.6,64,1,1,200
618,4th Generation Intel® Core™ i7 Processors,Mobile,i7-4760HQ,Launched,2014,22.0,434.0,4.0,8.0,2.1,6.0,47.0,25.6,64,1,1,200
619,4th Generation Intel® Core™ i7 Processors,Mobile,i7-4750HQ,Launched,2013,22.0,434.0,4.0,8.0,2.0,6.0,47.0,25.6,64,1,1,200
620,4th Generation Intel® Core™ i7 Processors,Mobile,i7-4722HQ,Launched,2015,22.0,378.0,4.0,8.0,2.4,6.0,37.0,25.6,64,1,1,400
