,Product_Collection,Vertical_Segment,Processor_Number,Status,Launch_Year,Lithography(nm),Recommended_Customer_Price(USD),nb_of_Cores,nb_of_Threads,Processor_Base_Frequency(GHz),Cache(MB),TDP(W),Max_Memory_Bandwidth(GB/s),Instruction_Set(bit),Intel_Hyper_Threading_Technology_,Intel_Virtualization_Technology_VTx_,Graphics_Base_Frequency(MHz)
971,Intel® Xeon® Processor E7 v2 Family,Server,E7-8850V2,Launched,2014,22.0,3059.0,12.0,24.0,2.3,24.0,105.0,68.0,64,1,1,0
972,5th Generation Intel® Core™ i7 Processors,Mobile,i7-5600U,Launched,2015,14.0,393.0,2.0,4.0,2.6,4.0,15.0,25.6,64,1,1,300
973,5th Generation Intel® Core™ i7 Processors,Mobile,i7-5650U,Launched,2015,14.0,426.0,2.0,4.0,2.2,4.0,15.0,25.6,64,1,1,300
974,5th Generation Intel® Core™ i7 Processors,Desktop,i7-5775C,Launched,2015,14.0,371.5,4.0,8.0,3.3,6.0,65.0,25.6,64,1,1,300
975,5th Generation Intel® Core™ i7 Processors,Desktop,i7-5775R,Launched,2015,14.0,348.0,4.0,8.0,3.3,6.0,65.0,29.86,64,1,1,300
976,5th Generation Intel® Core™ i7 Processors,Mobile,i7-5700HQ,Launched,2015,14.0,378.0,4.0,8.0,2.7,6.0,47.0,25.6,64,1,1,300
977,5th Generation Intel® Core™ i7 Processors,Embedded,i7-5700EQ,Launched,2015,14.0,378.0,4.0,8.0,2.6,6.0,47.0,25.6,64,1,1,300
978,5th Generation Intel® Core™ i7 Processors,Mobile,i7-5750HQ,Launched,2015,14.0,434.0,4.0,8.0,2.5,6.0,47.0,25.6,64,1,1,300
979,5th Generation Intel® Core™ i7 Processors,Embedded,i7-5850EQ,Launched,2015,14.0,435.0,4.0,8.0,2.7,6.0,47.0,25.6,64,1,1,300
980,5th Generation Intel® Core™ i7 Processors,Mobile,i7-5850HQ,Launched,2015,14.0,434.0,4.0,8.0,2.7,6.0,47.0,25.6,64,1,1,300
981,5th Generation Intel® Core™ i7 Processors,Mobile,i7-5950HQ,Launched,2015,14.0,623.0,4.0,8.0,2.9,6.0,47.0,25.6,64,1,1,300
982,5th Generation Intel® Core™ i7 Processors,Mobile,i7-5500U,Launched,2015,14.0,393.0,2.0,4.0,2.4,4.0,15.0,25.6,64,1,1,300
983,6th Generation Intel® Core™ m Processors,Mobile,M3-6Y30,Launched,2015,14.0,281.0,2.0,4.0,0.9,4.0,4.5,29.8,64,1,1,300
984,6th Generation Intel® Core™ i3 Processors,Desktop,i3-6098P,Launched,2015,14.0,117.0,2.0,4.0,3.6,3.0,54.0,34.1,64,1,1,350
985,6th Generation Intel® Core™ i5 Processors,Mobile,i5-6287U,Launched,2015,14.0,304.0,2.0,4.0,3.1,4.0,28.0,34.1,64,1,1,300
986,6th Generation Intel® Core™ i5 Processors,Mobile,i5-6267U,Launched,2015,14.0,304.0,2.0,4.0,2.9,4.0,28.0,34.1,64,1,1,300
987,7th Generation Intel® Core™ m Processors,Mobile,M3-7Y30,Launched,2016,14.0,281.0,2.0,4.0,1.0,4.0,4.5,29.8,64,1,1,300
988,7th Generation Intel® Core™ i3 Processors,Mobile,i3-7100H,Launched,2017,14.0,225.0,2.0,4.0,3.0,3.0,35.0,34.1,64,1,1,350
989,7th Generation Intel® Core™ i3 Processors,Mobile,i3-7100U,Launched,2016,14.0,281.0,2.0,4.0,2.4,3.0,15.0,34.1,64,1,1,300
990,7th Generation Intel® Core™ i3 Processors,Mobile,i3-7167U,Launched,2017,14.0,306.16,2.0,4.0,2.8,3.0,28.0,34.1,64,1,1,300
991,7th Generation Intel® Core™ i3 Processors,Desktop,i3-7100,Launched,2017,14.0,117.0,2.0,4.0,3.9,3.0,51.0,34.16799999999994,64,1,1,350
992,7th Generation Intel® Core™ i3 Processors,Embedded,i3-7100E,Launched,2017,14.0,225.0,2.0,4.0,2.9,3.0,35.0,34.1,64,1,1,350
993,7th Generation Intel® Core™ i3 Processors,Desktop,i3-7100T,Launched,2017,14.0,117.0,2.0,4.0,3.4,3.0,35.0,34.09999999999994,64,1,1,350
994,7th Generation Intel® Core™ i3 Processors,Desktop,i3-7101TE,Launched,2017,14.0,117.0,2.0,4.0,3.4,3.0,35.0,34.1,64,1,1,350
995,7th Generation Intel® Core™ i3 Processors,Desktop,i3-7101E,Launched,2017,14.0,117.0,2.0,4.0,3.9,3.0,54.0,34.1,64,1,1,350
996,7th Generation Intel® Core™ i3 Processors,Embedded,i3-7102E,Launched,2017,14.0,225.0,2.0,4.0,2.1,3.0,25.0,34.1,64,1,1,350
997,7th Generation Intel® Core™ i3 Processors,Mobile,i3-7130U,Launched,2017,14.0,280.9,2.0,4.0,2.7,3.0,15.0,34.1,64,1,1,300
998,7th Generation Intel® Core™ i3 Processors,Desktop,i3-7300T,Launched,2017,14.0,142.5,2.0,4.0,3.5,4.0,35.0,34.09999999999994,64,1,1,350
999,7th Generation Intel® Core™ i3 Processors,Desktop,i3-7300,Launched,2017,14.0,142.5,2.0,4.0,4.0,4.0,51.0,34.16799999999994,64,1,1,350
1000,7th Generation Intel® Core™ i3 Processors,Desktop,i3-7320,Launched,2017,14.0,153.0,2.0,4.0,4.1,4.0,51.0,34.16799999999994,64,1,1,350
1001,7th Generation Intel® Core™ i3 Processors,Desktop,i3-7350K,Launched,2017,14.0,173.5,2.0,4.0,4.2,4.0,60.0,34.31339999999996,64,1,1,350
1002,7th Generation Intel® Core™ m Processors,Mobile,M3-7Y32,Launched,2017,14.0,281.0,2.0,4.0,1.1,4.0,4.5,29.8,64,1,1,300
1003,6th Generation Intel® Core™ i7 Processors,Mobile,i7-6500U,Launched,2015,14.0,393.0,2.0,4.0,2.5,4.0,15.0,34.1,64,1,1,300
1004,6th Generation Intel® Core™ i7 Processors,Mobile,i7-6560U,Announced,2015,14.0,374.93,2.0,4.0,2.2,4.0,15.0,34.1,64,1,1,300
1005,6th Generation Intel® Core™ i7 Processors,Mobile,i7-6567U,Announced,2015,14.0,300.85,2.0,4.0,3.3,4.0,28.0,34.1,64,1,1,300
1006,6th Generation Intel® Core™ i7 Processors,Mobile,i7-6600U,Launched,2015,14.0,393.0,2.0,4.0,2.6,4.0,15.0,34.1,64,1,1,300
1007,6th Generation Intel® Core™ i7 Processors,Mobile,i7-6650U,Launched,2015,14.0,415.0,2.0,4.0,2.2,4.0,15.0,34.1,64,1,1,300
1008,6th Generation Intel® Core™ i7 Processors,Mobile,i7-6660U,Launched,2016,14.0,415.0,2.0,4.0,2.4,4.0,15.0,34.1,64,1,1,300
1009,6th Generation Intel® Core™ i7 Processors,Mobile,i7-6700HQ,Launched,2015,14.0,378.0,4.0,8.0,2.6,6.0,45.0,34.1,64,1,1,350
1010,6th Generation Intel® Core™ i7 Processors,Mobile,i7-6770HQ,Launched,2016,14.0,434.0,4.0,8.0,2.6,6.0,45.0,34.1,64,1,1,350
1011,6th Generation Intel® Core™ i7 Processors,Desktop,i7-6700,Launched,2015,14.0,307.5,4.0,8.0,3.4,8.0,65.0,34.1,64,1,1,350
1012,6th Generation Intel® Core™ i7 Processors,Embedded,i7-6700TE,Launched,2015,14.0,303.0,4.0,8.0,2.4,8.0,35.0,34.1,64,1,1,350
1013,6th Generation Intel® Core™ i7 Processors,Desktop,i7-6700T,Launched,2015,14.0,303.0,4.0,8.0,2.8,8.0,35.0,34.1,64,1,1,350
1014,6th Generation Intel® Core™ i7 Processors,Desktop,i7-6700K,Launched,2015,14.0,344.5,4.0,8.0,4.0,8.0,91.0,34.1,64,1,1,350
1015,6th Generation Intel® Core™ i7 Processors,Embedded,i7-6820EQ,Launched,2015,14.0,378.0,4.0,8.0,2.8,8.0,45.0,34.1,64,1,1,350
1016,6th Generation Intel® Core™ i7 Processors,Mobile,i7-6820HK,Launched,2015,14.0,378.0,4.0,8.0,2.7,8.0,45.0,34.1,64,1,1,350
1017,6th Generation Intel® Core™ i7 Processors,Mobile,i7-6820HQ,Launched,2015,14.0,378.0,4.0,8.0,2.7,8.0,45.0,34.1,64,1,1,350
1018,6th Generation Intel® Core™ i7 Processors,Embedded,i7-6822EQ,Launched,2015,14.0,378.0,4.0,8.0,2.0,8.0,25.0,34.1,64,1,1,350
1019,6th Generation Intel® Core™ i7 Processors,Mobile,i7-6870HQ,Launched,2016,14.0,434.0,4.0,8.0,2.7,8.0,45.0,34.1,64,1,1,350
1020,6th Generation Intel® Core™ i7 Processors,Mobile,i7-6920HQ,Launched,2015,14.0,568.0,4.0,8.0,2.9,8.0,45.0,34.1,64,1,1,350
1021,6th Generation Intel® Core™ i7 Processors,Mobile,i7-6970HQ,Launched,2016,14.0,623.0,4.0,8.0,2.8,8.0,45.0,34.1,64,1,1,350
1022,6th Generation Intel® Core™ i5 Processors,Mobile,i5-6260U,Launched,2015,14.0,304.0,2.0,4.0,1.8,4.0,15.0,34.1,64,1,1,300
1023,6th Generation Intel® Core™ i5 Processors,Mobile,i5-6200U,Launched,2015,14.0,281.0,2.0,4.0,2.3,3.0,15.0,34.1,64,1,1,300
1024,6th Generation Intel® Core™ i5 Processors,Mobile,i5-6300U,Launched,2015,14.0,281.0,2.0,4.0,2.4,3.0,15.0,34.1,64,1,1,300
1025,6th Generation Intel® Core™ i5 Processors,Mobile,i5-6300HQ,Launched,2015,14.0,250.0,4.0,4.0,2.3,6.0,45.0,34.1,64,0,1,350
1026,6th Generation Intel® Core™ i5 Processors,Mobile,i5-6350HQ,Launched,2016,14.0,306.0,4.0,4.0,2.3,6.0,45.0,34.1,64,0,1,350
1027,6th Generation Intel® Core™ i5 Processors,Mobile,i5-6360U,Launched,2015,14.0,304.0,2.0,4.0,2.0,4.0,15.0,34.1,64,1,1,300
1028,6th Generation Intel® Core™ i5 Processors,Embedded,i5-6442EQ,Launched,2015,14.0,250.0,4.0,4.0,1.9,6.0,25.0,34.1,64,0,1,350
1029,6th Generation Intel® Core™ i5 Processors,Mobile,i5-6440HQ,Launched,2015,14.0,250.0,4.0,4.0,2.6,6.0,45.0,34.1,64,0,1,350
1030,6th Generation Intel® Core™ i5 Processors,Embedded,i5-6440EQ,Launched,2015,14.0,250.0,4.0,4.0,2.7,6.0,45.0,34.1,64,0,1,350
1031,6th Generation Intel® Core™ i5 Processors,Desktop,i5-6400T,Launched,2015,14.0,182.0,4.0,4.0,2.2,6.0,35.0,34.1,64,0,1,350
1032,6th Generation Intel® Core™ i5 Processors,Desktop,i5-6400,Launched,2015,14.0,184.5,4.0,4.0,2.7,6.0,65.0,34.1,64,0,1,350
1033,6th Generation Intel® Core™ i5 Processors,Desktop,i5-6402P,Launched,2015,14.0,184.5,4.0,4.0,2.8,6.0,65.0,34.1,64,0,1,350
1034,6th Generation Intel® Core™ i5 Processors,Embedded,i5-6500TE,Launched,2015,14.0,192.0,4.0,4.0,2.3,6.0,35.0,34.1,64,0,1,350
1035,6th Generation Intel® Core™ i5 Processors,Desktop,i5-6500T,Launched,2015,14.0,192.0,4.0,4.0,2.5,6.0,35.0,34.1,64,0,1,350
1036,6th Generation Intel® Core™ i5 Processors,Desktop,i5-6500,Launched,2015,14.0,197.0,4.0,4.0,3.2,6.0,65.0,34.1,64,0,1,350
1037,6th Generation Intel® Core™ i5 Processors,Desktop,i5-6600T,Launched,2015,14.0,213.0,4.0,4.0,2.7,6.0,35.0,34.1,64,0,1,350
1038,6th Generation Intel® Core™ i5 Processors,Desktop,i5-6600K,Launched,2015,14.0,242.5,4.0,4.0,3.5,6.0,91.0,34.1,64,0,1,350
1039,6th Generation Intel® Core™ i5 Processors,Desktop,i5-6600,Launched,2015,14.0,218.5,4.0,4.0,3.3,6.0,65.0,34.1,64,0,1,350
1040,6th Generation Intel® Core™ i3 Processors,Mobile,i3-6006U,Launched,2016,14.0,281.0,2.0,4.0,2.0,3.0,15.0,34.1,64,1,1,300
1041,6th Generation Intel® Core™ i3 Processors,Embedded,i3-6100TE,Launched,2015,14.0,117.0,2.0,4.0,2.7,4.0,35.0,34.1,64,1,1,350
1042,6th Generation Intel® Core™ i3 Processors,Desktop,i3-6100T,Launched,2015,14.0,117.0,2.0,4.0,3.2,3.0,35.0,34.1,64,1,1,350
1043,6th Generation Intel® Core™ i3 Processors,Desktop,i3-6100,Launched,2015,14.0,117.0,2.0,4.0,3.7,3.0,51.0,34.1,64,1,1,350
1044,6th Generation Intel® Core™ i3 Processors,Mobile,i3-6167U,Launched,2015,14.0,304.0,2.0,4.0,2.7,3.0,28.0,34.1,64,1,1,300
1045,6th Generation Intel® Core™ i3 Processors,Mobile,i3-6157U,Launched,2016,14.0,304.0,2.0,4.0,2.4,3.0,28.0,34.1,64,1,1,300
1046,6th Generation Intel® Core™ i3 Processors,Embedded,i3-6102E,Launched,2015,14.0,225.0,2.0,4.0,1.9,3.0,25.0,34.1,64,1,1,350
1047,6th Generation Intel® Core™ i3 Processors,Mobile,i3-6100U,Launched,2015,14.0,281.0,2.0,4.0,2.3,3.0,15.0,34.1,64,1,1,300
1048,6th Generation Intel® Core™ i3 Processors,Mobile,i3-6100H,Launched,2015,14.0,225.0,2.0,4.0,2.7,3.0,35.0,34.1,64,1,1,350
1049,6th Generation Intel® Core™ i3 Processors,Desktop,i3-6320,Launched,2015,14.0,153.0,2.0,4.0,3.9,4.0,51.0,34.1,64,1,1,350
1050,6th Generation Intel® Core™ i3 Processors,Desktop,i3-6300T,Launched,2015,14.0,142.5,2.0,4.0,3.3,4.0,35.0,34.1,64,1,1,350
1051,6th Generation Intel® Core™ i3 Processors,Embedded,i3-6100E,Launched,2015,14.0,225.0,2.0,4.0,2.7,3.0,35.0,34.1,64,1,1,350
1052,6th Generation Intel® Core™ i3 Processors,Desktop,i3-6300,Launched,2015,14.0,142.5,2.0,4.0,3.8,4.0,51.0,34.1,64,1,1,350
1053,6th Generation Intel® Core™ m Processors,Mobile,M5-6Y54,Launched,2015,14.0,281.0,2.0,4.0,1.1,4.0,4.5,29.8,64,1,1,300
1054,6th Generation Intel® Core™ m Processors,Mobile,M5-6Y57,Launched,2015,14.0,281.0,2.0,4.0,1.1,4.0,4.5,29.8,64,1,1,300
1055,6th Generation Intel® Core™ m Processors,Mobile,M7-6Y75,Launched,2015,14.0,393.0,2.0,4.0,1.2,4.0,4.5,29.8,64,1,1,300
1056,5th Generation Intel® Core™ i7 Processors,Mobile,i7-5550U,Launched,2015,14.0,426.0,2.0,4.0,2.0,4.0,15.0,25.6,64,1,1,300
1057,5th Generation Intel® Core™ i7 Processors,Mobile,i7-5557U,Launched,2015,14.0,426.0,2.0,4.0,3.1,4.0,28.0,25.6,64,1,1,300
